statement_index,statement_source,statement_period,statement_row,date,transaction,ident,debit,credit,balance,row_type,category_name,income_source
4,ExtractoOccidente (4).pdf,2026-05,106,2026-05-29,INTERESES LIQUIDADOS,,0.00,1.50,5466369.08,income,,Bank interest
4,ExtractoOccidente (4).pdf,2026-05,107,2026-05-29,INTERESES LIQUIDADOS,,0.00,1.50,5466370.58,income,,Bank interest
4,ExtractoOccidente (4).pdf,2026-05,108,2026-05-29,GMF,0000000,224.00,0.00,5466146.58,expense,Taxes,
5,ExtractoOccidente (5).pdf,2026-06,1,2026-06-01,BRE-B ENVIADA OTROS BANCOS,,26000.00,0.00,5440146.58,expense,Other,
5,ExtractoOccidente (5).pdf,2026-06,2,2026-06-01,ESTACION DE SERVICIO,,39911.00,0.00,5400235.58,expense,Transportation,
5,ExtractoOccidente (5).pdf,2026-06,3,2026-06-01,BRE-B ENVIADA OTROS BANCOS,,152000.00,0.00,5248235.58,expense,Other,
5,ExtractoOccidente (5).pdf,2026-06,4,2026-06-01,GMF,0000000,871.64,0.00,5247363.94,expense,Taxes,
5,ExtractoOccidente (5).pdf,2026-06,5,2026-06-02,INTERESES LIQUIDADOS,,0.00,1.44,5247365.38,income,,Bank interest
5,ExtractoOccidente (5).pdf,2026-06,6,2026-06-03,INTERESES LIQUIDADOS,,0.00,1.44,5247366.82,income,,Bank interest
5,ExtractoOccidente (5).pdf,2026-06,7,2026-06-04,INTERESES LIQUIDADOS,,0.00,1.44,5247368.26,income,,Bank interest
5,ExtractoOccidente (5).pdf,2026-06,8,2026-06-05,BRE-B ENVIADA OTROS BANCOS,,149000.00,0.00,5098368.26,expense,Other,
5,ExtractoOccidente (5).pdf,2026-06,9,2026-06-05,TIENDA D1 VAL JAMUNDI DI,,26240.00,0.00,5072128.26,expense,Groceries,
5,ExtractoOccidente (5).pdf,2026-06,10,2026-06-05,TIENDA D1 VAL JAMUNDI DI,,114150.00,0.00,4957978.26,expense,Groceries,
5,ExtractoOccidente (5).pdf,2026-06,11,2026-06-05,INTERESES LIQUIDADOS,,0.00,1.44,4957979.70,income,,Bank interest
5,ExtractoOccidente (5).pdf,2026-06,12,2026-06-05,GMF,0000000,1157.56,0.00,4956822.14,expense,Taxes,
5,ExtractoOccidente (5).pdf,2026-06,13,2026-06-09,BRE-B ENVIADA OTROS BANCOS,,50000.00,0.00,4906822.14,expense,Other,
5,ExtractoOccidente (5).pdf,2026-06,14,2026-06-09,PAGO TERCERO RECIBIDO DESDE ACH,A958051,0.00,1752458.00,6659280.14,income,,ACH transfer received
5,ExtractoOccidente (5).pdf,2026-06,15,2026-06-09,BRE-B ENVIADA OTROS BANCOS,,28000.00,0.00,6631280.14,expense,Other,
5,ExtractoOccidente (5).pdf,2026-06,16,2026-06-09,BRE-B ENVIADA OTROS BANCOS,,20000.00,0.00,6611280.14,expense,Other,
5,ExtractoOccidente (5).pdf,2026-06,17,2026-06-09,BRE-B ENVIADA OTROS BANCOS,,174000.00,0.00,6437280.14,expense,Other,
5,ExtractoOccidente (5).pdf,2026-06,18,2026-06-09,INTERESES LIQUIDADOS,,0.00,1.36,6437281.50,income,,Bank interest
5,ExtractoOccidente (5).pdf,2026-06,19,2026-06-09,INTERESES LIQUIDADOS,,0.00,1.36,6437282.86,income,,Bank interest
5,ExtractoOccidente (5).pdf,2026-06,20,2026-06-09,INTERESES LIQUIDADOS,,0.00,1.36,6437284.22,income,,Bank interest
5,ExtractoOccidente (5).pdf,2026-06,21,2026-06-09,INTERESES LIQUIDADOS,,0.00,1.36,6437285.58,income,,Bank interest
5,ExtractoOccidente (5).pdf,2026-06,22,2026-06-09,GMF,0000000,1088.00,0.00,6436197.58,expense,Taxes,
5,ExtractoOccidente (5).pdf,2026-06,23,2026-06-10,BRE-B ENVIADA OTROS BANCOS,,1059154.00,0.00,5377043.58,expense,Other,
5,ExtractoOccidente (5).pdf,2026-06,24,2026-06-10,BRE-B ENVIADA OTROS BANCOS,,21770.00,0.00,5355273.58,expense,Other,
5,ExtractoOccidente (5).pdf,2026-06,25,2026-06-10,INTERESES LIQUIDADOS,,0.00,1.76,5355275.34,income,,Bank interest
5,ExtractoOccidente (5).pdf,2026-06,26,2026-06-10,GMF,0000000,4323.70,0.00,5350951.64,expense,Taxes,
5,ExtractoOccidente (5).pdf,2026-06,27,2026-06-11,INTERESES LIQUIDADOS,,0.00,1.47,5350953.11,income,,Bank interest
5,ExtractoOccidente (5).pdf,2026-06,28,2026-06-12,BRE-B ENVIADA OTROS BANCOS,,200000.00,0.00,5150953.11,expense,Other,
5,ExtractoOccidente (5).pdf,2026-06,29,2026-06-12,MOVISTAR PAGOSEPAYCO TA,,33489.00,0.00,5117464.11,expense,Utilities,
5,ExtractoOccidente (5).pdf,2026-06,30,2026-06-12,INTERESES LIQUIDADOS,,0.00,1.47,5117465.58,income,,Bank interest
5,ExtractoOccidente (5).pdf,2026-06,31,2026-06-12,GMF,0000000,933.96,0.00,5116531.62,expense,Taxes,
5,ExtractoOccidente (5).pdf,2026-06,32,2026-06-16,APPLE.COM/BILL RTINO,,27000.00,0.00,5089531.62,expense,Subscriptions,
5,ExtractoOccidente (5).pdf,2026-06,33,2026-06-16,APPLE.COM/BILL RTINO,,3900.00,0.00,5085631.62,expense,Subscriptions,
5,ExtractoOccidente (5).pdf,2026-06,34,2026-06-16,APPLE.COM/BILL RTINO,,3900.00,0.00,5081731.62,expense,Subscriptions,
5,ExtractoOccidente (5).pdf,2026-06,35,2026-06-16,BRE-B ENVIADA OTROS BANCOS,,68000.00,0.00,5013731.62,expense,Other,
5,ExtractoOccidente (5).pdf,2026-06,36,2026-06-16,INTERESES LIQUIDADOS,,0.00,1.40,5013733.02,income,,Bank interest
5,ExtractoOccidente (5).pdf,2026-06,37,2026-06-16,INTERESES LIQUIDADOS,,0.00,1.40,5013734.42,income,,Bank interest
5,ExtractoOccidente (5).pdf,2026-06,38,2026-06-16,INTERESES LIQUIDADOS,,0.00,1.40,5013735.82,income,,Bank interest
5,ExtractoOccidente (5).pdf,2026-06,39,2026-06-16,INTERESES LIQUIDADOS,,0.00,1.40,5013737.22,income,,Bank interest
5,ExtractoOccidente (5).pdf,2026-06,40,2026-06-16,GMF,0000000,411.20,0.00,5013326.02,expense,Taxes,
5,ExtractoOccidente (5).pdf,2026-06,41,2026-06-17,COMPRA QR RETIRO / TRANSFERENCIA CON LLAVE DEBITO,,8000.00,0.00,5005326.02,expense,Other,
5,ExtractoOccidente (5).pdf,2026-06,42,2026-06-17,COMPRA QR RETIRO / TRANSFERENCIA CON LLAVE DEBITO,,65100.00,0.00,4940226.02,expense,Other,
5,ExtractoOccidente (5).pdf,2026-06,43,2026-06-17,BRE-B ENVIADA OTROS BANCOS,,17500.00,0.00,4922726.02,expense,Other,
5,ExtractoOccidente (5).pdf,2026-06,44,2026-06-17,SURTIBELLEZA LORENA DI,,29500.00,0.00,4893226.02,expense,Personal Care,
5,ExtractoOccidente (5).pdf,2026-06,45,2026-06-17,SURTIBELLEZA LORENA DI,,22500.00,0.00,4870726.02,expense,Personal Care,
5,ExtractoOccidente (5).pdf,2026-06,46,2026-06-17,TIENDA D1 VAL JAMUNDI DI,,265130.00,0.00,4605596.02,expense,Groceries,
5,ExtractoOccidente (5).pdf,2026-06,47,2026-06-17,TIENDA D1 VAL JAMUNDI DI,,51940.00,0.00,4553656.02,expense,Groceries,
5,ExtractoOccidente (5).pdf,2026-06,48,2026-06-17,INTERESES LIQUIDADOS,,0.00,1.37,4553657.39,income,,Bank interest
5,ExtractoOccidente (5).pdf,2026-06,49,2026-06-17,GMF,0000000,1838.68,0.00,4551818.71,expense,Taxes,
5,ExtractoOccidente (5).pdf,2026-06,50,2026-06-18,BRE-B ENVIADA OTROS BANCOS,,320000.00,0.00,4231818.71,expense,Other,
5,ExtractoOccidente (5).pdf,2026-06,51,2026-06-18,INTERESES LIQUIDADOS,,0.00,1.25,4231819.96,income,,Bank interest
5,ExtractoOccidente (5).pdf,2026-06,52,2026-06-18,GMF,0000000,1280.00,0.00,4230539.96,expense,Taxes,
5,ExtractoOccidente (5).pdf,2026-06,53,2026-06-19,INTERESES LIQUIDADOS,,0.00,1.16,4230541.12,income,,Bank interest
5,ExtractoOccidente (5).pdf,2026-06,54,2026-06-22,BOLD SA*SERVITEC TA D C,,62900.00,0.00,4167641.12,expense,Transportation,
5,ExtractoOccidente (5).pdf,2026-06,55,2026-06-22,PANADERIA EL SAMAN NDI,,22500.00,0.00,4145141.12,expense,Food & Dining,
5,ExtractoOccidente (5).pdf,2026-06,56,2026-06-22,OPECOM EDS LA AUTOPIS,,90344.00,0.00,4054797.12,expense,Transportation,
5,ExtractoOccidente (5).pdf,2026-06,57,2026-06-22,BOLD SA*RESTAURA TA D C,,67000.00,0.00,3987797.12,expense,Food & Dining,
5,ExtractoOccidente (5).pdf,2026-06,58,2026-06-22,TIENDAS ARA DI,,64216.00,0.00,3923581.12,expense,Groceries,
5,ExtractoOccidente (5).pdf,2026-06,59,2026-06-22,RECAUDO/PAGO SERVICIOS ELECT,A367985,11184.00,0.00,3912397.12,expense,Other,
5,ExtractoOccidente (5).pdf,2026-06,60,2026-06-22,RECAUDO/PAGO SERVICIOS ELECT,A368010,11184.00,0.00,3901213.12,expense,Other,
5,ExtractoOccidente (5).pdf,2026-06,61,2026-06-22,RECAUDO/PAGO SERVICIOS ELECT,A368113,22000.00,0.00,3879213.12,expense,Other,
5,ExtractoOccidente (5).pdf,2026-06,62,2026-06-22,RECAUDO/PAGO SERVICIOS ELECT,A368030,251997.00,0.00,3627216.12,expense,Other,
5,ExtractoOccidente (5).pdf,2026-06,63,2026-06-22,RECAUDO/PAGO SERVICIOS ELECT,A367864,53944.00,0.00,3573272.12,expense,Other,
5,ExtractoOccidente (5).pdf,2026-06,64,2026-06-22,RECAUDO/PAGO SERVICIOS ELECT,A367870,70660.00,0.00,3502612.12,expense,Other,
5,ExtractoOccidente (5).pdf,2026-06,65,2026-06-22,BRE-B ENVIADA OTROS BANCOS,,50000.00,0.00,3452612.12,expense,Other,
5,ExtractoOccidente (5).pdf,2026-06,66,2026-06-22,INTERESES LIQUIDADOS,,0.00,1.16,3452613.28,income,,Bank interest
5,ExtractoOccidente (5).pdf,2026-06,67,2026-06-22,INTERESES LIQUIDADOS,,0.00,1.16,3452614.44,income,,Bank interest
5,ExtractoOccidente (5).pdf,2026-06,68,2026-06-22,INTERESES LIQUIDADOS,,0.00,1.16,3452615.60,income,,Bank interest
5,ExtractoOccidente (5).pdf,2026-06,69,2026-06-22,GMF,0000000,3111.73,0.00,3449503.87,expense,Taxes,
5,ExtractoOccidente (5).pdf,2026-06,70,2026-06-23,BRE-B ENVIADA OTROS BANCOS,,50000.00,0.00,3399503.87,expense,Other,
5,ExtractoOccidente (5).pdf,2026-06,71,2026-06-23,INTERESES LIQUIDADOS,,0.00,0.95,3399504.82,income,,Bank interest
5,ExtractoOccidente (5).pdf,2026-06,72,2026-06-23,GMF,0000000,200.00,0.00,3399304.82,expense,Taxes,
5,ExtractoOccidente (5).pdf,2026-06,73,2026-06-24,INTERESES LIQUIDADOS,,0.00,0.93,3399305.75,income,,Bank interest
5,ExtractoOccidente (5).pdf,2026-06,74,2026-06-25,RECAUDO/PAGO SERVICIOS ELECT,A383080,1634000.00,0.00,1765305.75,expense,Other,
5,ExtractoOccidente (5).pdf,2026-06,75,2026-06-25,BRE-B RECIBIDA OTROS BANCOS,,0.00,450000.00,2215305.75,income,,Bank transfer received
5,ExtractoOccidente (5).pdf,2026-06,76,2026-06-25,BRE-B ENVIADA OTROS BANCOS,,366000.00,0.00,1849305.75,expense,Other,
5,ExtractoOccidente (5).pdf,2026-06,77,2026-06-25,INTERESES LIQUIDADOS,,0.00,0.93,1849306.68,income,,Bank interest
5,ExtractoOccidente (5).pdf,2026-06,78,2026-06-25,GMF,0000000,8000.00,0.00,1841306.68,expense,Taxes,
5,ExtractoOccidente (5).pdf,2026-06,79,2026-06-26,INTERESES LIQUIDADOS,,0.00,0.50,1841307.18,income,,Bank interest
5,ExtractoOccidente (5).pdf,2026-06,80,2026-06-30,BRE-B ENVIADA OTROS BANCOS,,200000.00,0.00,1641307.18,expense,Other,
5,ExtractoOccidente (5).pdf,2026-06,81,2026-06-30,EL ANTOJO DE JAMUNDI NDI,,15000.00,0.00,1626307.18,expense,Food & Dining,
5,ExtractoOccidente (5).pdf,2026-06,82,2026-06-30,SUPER LA GRAN COLOMBI DI,,21710.00,0.00,1604597.18,expense,Groceries,
5,ExtractoOccidente (5).pdf,2026-06,83,2026-06-30,MERCASTILLO EXPRESS DI,,65600.00,0.00,1538997.18,expense,Groceries,
5,ExtractoOccidente (5).pdf,2026-06,84,2026-06-30,SC CIUDAD COUNTRY GO,,28150.00,0.00,1510847.18,expense,Groceries,
5,ExtractoOccidente (5).pdf,2026-06,85,2026-06-30,FD SAN JORGE COUNTRYM NDI,,44800.00,0.00,1466047.18,expense,Healthcare,
5,ExtractoOccidente (5).pdf,2026-06,86,2026-06-30,TIENDA D1 VAL JAMUNDI DI,,125850.00,0.00,1340197.18,expense,Groceries,
5,ExtractoOccidente (5).pdf,2026-06,87,2026-06-30,CITY PARKING,,3300.00,0.00,1336897.18,expense,Transportation,
5,ExtractoOccidente (5).pdf,2026-06,88,2026-06-30,PAGO A TERCEROS RECIBIDO DESDE CUENTA PROPIA,A365964,0.00,3432410.00,4769307.18,income,,Transfer from own account
5,ExtractoOccidente (5).pdf,2026-06,89,2026-06-30,PAGO A TERCEROS RECIBIDO DESDE CUENTA PROPIA,A365960,0.00,3769150.00,8538457.18,income,,Transfer from own account
5,ExtractoOccidente (5).pdf,2026-06,90,2026-06-30,INTERESES LIQUIDADOS,,0.00,0.50,8538457.68,income,,Bank interest
5,ExtractoOccidente (5).pdf,2026-06,91,2026-06-30,INTERESES LIQUIDADOS,,0.00,0.50,8538458.18,income,,Bank interest
5,ExtractoOccidente (5).pdf,2026-06,92,2026-06-30,INTERESES LIQUIDADOS,,0.00,0.50,8538458.68,income,,Bank interest
5,ExtractoOccidente (5).pdf,2026-06,93,2026-06-30,INTERESES LIQUIDADOS,,0.00,0.50,8538459.18,income,,Bank interest
5,ExtractoOccidente (5).pdf,2026-06,94,2026-06-30,INTERESES LIQUIDADOS,,0.00,2.34,8538461.52,income,,Bank interest
5,ExtractoOccidente (5).pdf,2026-06,95,2026-06-30,GMF,0000000,2017.64,0.00,8536443.88,expense,Taxes,
