statement_index,statement_source,statement_period,statement_row,date,transaction,ident,debit,credit,balance,row_type,category_name,income_source
0,ExtractoOccidente.pdf,2026-01,1,2026-01-02,BRE-B ENVIADA OTROS BANCOS,,165086.00,0.00,5247095.49,expense,Other,
0,ExtractoOccidente.pdf,2026-01,2,2026-01-02,BRE-B ENVIADA OTROS BANCOS,,91000.00,0.00,5156095.49,expense,Other,
0,ExtractoOccidente.pdf,2026-01,3,2026-01-02,BRE-B ENVIADA OTROS BANCOS,,67000.00,0.00,5089095.49,expense,Other,
0,ExtractoOccidente.pdf,2026-01,4,2026-01-02,INTERESES LIQUIDADOS,,0.00,1.48,5089096.97,income,,Bank interest
0,ExtractoOccidente.pdf,2026-01,5,2026-01-02,GMF,0000000,1292.34,0.00,5087804.63,expense,Taxes,
0,ExtractoOccidente.pdf,2026-01,6,2026-01-05,INTERESES LIQUIDADOS,,0.00,1.39,5087806.02,income,,Bank interest
0,ExtractoOccidente.pdf,2026-01,7,2026-01-05,INTERESES LIQUIDADOS,,0.00,1.39,5087807.41,income,,Bank interest
0,ExtractoOccidente.pdf,2026-01,8,2026-01-05,INTERESES LIQUIDADOS,,0.00,1.39,5087808.80,income,,Bank interest
0,ExtractoOccidente.pdf,2026-01,9,2026-01-06,PAGO TERCERO RECIBIDO DESDE ACH,A361262,0.00,1667420.00,6755228.80,income,,ACH transfer received
0,ExtractoOccidente.pdf,2026-01,10,2026-01-06,PANADERIA EL SAMAN NDI,,27000.00,0.00,6728228.80,expense,Food & Dining,
0,ExtractoOccidente.pdf,2026-01,11,2026-01-06,TIENDA D1 JAMUNDI VER DI,,288730.00,0.00,6439498.80,expense,Groceries,
0,ExtractoOccidente.pdf,2026-01,12,2026-01-06,TIENDAS ARA DI,,170800.00,0.00,6268698.80,expense,Groceries,
0,ExtractoOccidente.pdf,2026-01,13,2026-01-06,BRE-B ENVIADA OTROS BANCOS,,400000.00,0.00,5868698.80,expense,Other,
0,ExtractoOccidente.pdf,2026-01,14,2026-01-06,INTERESES LIQUIDADOS,,0.00,1.39,5868700.19,income,,Bank interest
0,ExtractoOccidente.pdf,2026-01,15,2026-01-06,GMF,0000000,3546.12,0.00,5865154.07,expense,Taxes,
0,ExtractoOccidente.pdf,2026-01,16,2026-01-07,RECAUDO/PAGO SERVICIOS ELECT,A117640,383600.00,0.00,5481554.07,expense,Other,
0,ExtractoOccidente.pdf,2026-01,17,2026-01-07,RECAUDO/PAGO SERVICIOS ELECT,A117644,217200.00,0.00,5264354.07,expense,Other,
0,ExtractoOccidente.pdf,2026-01,18,2026-01-07,RECAUDO/PAGO SERVICIOS ELECT,A117672,212576.00,0.00,5051778.07,expense,Other,
0,ExtractoOccidente.pdf,2026-01,19,2026-01-07,BRE-B ENVIADA OTROS BANCOS,,174000.00,0.00,4877778.07,expense,Other,
0,ExtractoOccidente.pdf,2026-01,20,2026-01-07,RECAUDO/PAGO SERVICIOS ELECT,A117674,47250.00,0.00,4830528.07,expense,Other,
0,ExtractoOccidente.pdf,2026-01,21,2026-01-07,RECAUDO/PAGO SERVICIOS ELECT,A117648,592900.00,0.00,4237628.07,expense,Other,
0,ExtractoOccidente.pdf,2026-01,22,2026-01-07,RECAUDO/PAGO SERVICIOS ELECT,A117676,12300.00,0.00,4225328.07,expense,Other,
0,ExtractoOccidente.pdf,2026-01,23,2026-01-07,INTERESES LIQUIDADOS,,0.00,1.61,4225329.68,income,,Bank interest
0,ExtractoOccidente.pdf,2026-01,24,2026-01-07,GMF,0000000,6559.30,0.00,4218770.38,expense,Taxes,
0,ExtractoOccidente.pdf,2026-01,25,2026-01-08,BRE-B ENVIADA OTROS BANCOS,,169900.00,0.00,4048870.38,expense,Other,
0,ExtractoOccidente.pdf,2026-01,26,2026-01-08,INTERESES LIQUIDADOS,,0.00,1.16,4048871.54,income,,Bank interest
0,ExtractoOccidente.pdf,2026-01,27,2026-01-08,GMF,0000000,679.60,0.00,4048191.94,expense,Taxes,
0,ExtractoOccidente.pdf,2026-01,28,2026-01-09,BRE-B ENVIADA OTROS BANCOS,,45000.00,0.00,4003191.94,expense,Other,
0,ExtractoOccidente.pdf,2026-01,29,2026-01-09,BRE-B ENVIADA OTROS BANCOS,,50000.00,0.00,3953191.94,expense,Other,
0,ExtractoOccidente.pdf,2026-01,30,2026-01-09,INTERESES LIQUIDADOS,,0.00,1.11,3953193.05,income,,Bank interest
0,ExtractoOccidente.pdf,2026-01,31,2026-01-09,GMF,0000000,380.00,0.00,3952813.05,expense,Taxes,
0,ExtractoOccidente.pdf,2026-01,32,2026-01-13,KRIKA COSMETIC INTERN,,95900.00,0.00,3856913.05,expense,Personal Care,
0,ExtractoOccidente.pdf,2026-01,33,2026-01-13,DOLLARCITY CC ALFAGUA NDI,,33000.00,0.00,3823913.05,expense,Shopping,
0,ExtractoOccidente.pdf,2026-01,34,2026-01-13,PANADERIA EL SAMAN NDI,,28000.00,0.00,3795913.05,expense,Food & Dining,
0,ExtractoOccidente.pdf,2026-01,35,2026-01-13,MOVISTAR PAGOSEPAYCO TA,,33489.00,0.00,3762424.05,expense,Utilities,
0,ExtractoOccidente.pdf,2026-01,36,2026-01-13,BRE-B ENVIADA OTROS BANCOS,,115000.00,0.00,3647424.05,expense,Other,
0,ExtractoOccidente.pdf,2026-01,37,2026-01-13,BRE-B ENVIADA OTROS BANCOS,,120000.00,0.00,3527424.05,expense,Other,
0,ExtractoOccidente.pdf,2026-01,38,2026-01-13,INTERESES LIQUIDADOS,,0.00,1.08,3527425.13,income,,Bank interest
0,ExtractoOccidente.pdf,2026-01,39,2026-01-13,INTERESES LIQUIDADOS,,0.00,1.08,3527426.21,income,,Bank interest
0,ExtractoOccidente.pdf,2026-01,40,2026-01-13,INTERESES LIQUIDADOS,,0.00,1.08,3527427.29,income,,Bank interest
0,ExtractoOccidente.pdf,2026-01,41,2026-01-13,INTERESES LIQUIDADOS,,0.00,1.08,3527428.37,income,,Bank interest
0,ExtractoOccidente.pdf,2026-01,42,2026-01-13,GMF,0000000,1701.56,0.00,3525726.81,expense,Taxes,
0,ExtractoOccidente.pdf,2026-01,43,2026-01-14,INTERESES LIQUIDADOS,,0.00,0.97,3525727.78,income,,Bank interest
0,ExtractoOccidente.pdf,2026-01,44,2026-01-15,BRE-B ENVIADA OTROS BANCOS,,100000.00,0.00,3425727.78,expense,Other,
0,ExtractoOccidente.pdf,2026-01,45,2026-01-15,INTERESES LIQUIDADOS,,0.00,0.97,3425728.75,income,,Bank interest
0,ExtractoOccidente.pdf,2026-01,46,2026-01-15,GMF,0000000,400.00,0.00,3425328.75,expense,Taxes,
0,ExtractoOccidente.pdf,2026-01,47,2026-01-16,INTERESES LIQUIDADOS,,0.00,0.94,3425329.69,income,,Bank interest
0,ExtractoOccidente.pdf,2026-01,48,2026-01-19,CARNICERIA Y SALS LOS DI,,60000.00,0.00,3365329.69,expense,Groceries,
0,ExtractoOccidente.pdf,2026-01,49,2026-01-19,BRE-B ENVIADA OTROS BANCOS,,318000.00,0.00,3047329.69,expense,Other,
0,ExtractoOccidente.pdf,2026-01,50,2026-01-19,BRE-B ENVIADA OTROS BANCOS,,35000.00,0.00,3012329.69,expense,Other,
0,ExtractoOccidente.pdf,2026-01,51,2026-01-19,SUBWAY BODYTECH SANTA,,23300.00,0.00,2989029.69,expense,Food & Dining,
0,ExtractoOccidente.pdf,2026-01,52,2026-01-19,DOLLARCITY CENCO MALL,,99000.00,0.00,2890029.69,expense,Shopping,
0,ExtractoOccidente.pdf,2026-01,53,2026-01-19,INTERESES LIQUIDADOS,,0.00,0.94,2890030.63,income,,Bank interest
0,ExtractoOccidente.pdf,2026-01,54,2026-01-19,INTERESES LIQUIDADOS,,0.00,0.94,2890031.57,income,,Bank interest
0,ExtractoOccidente.pdf,2026-01,55,2026-01-19,INTERESES LIQUIDADOS,,0.00,0.94,2890032.51,income,,Bank interest
0,ExtractoOccidente.pdf,2026-01,56,2026-01-19,GMF,0000000,2141.20,0.00,2887891.31,expense,Taxes,
0,ExtractoOccidente.pdf,2026-01,57,2026-01-20,INTERESES LIQUIDADOS,,0.00,0.79,2887892.10,income,,Bank interest
0,ExtractoOccidente.pdf,2026-01,58,2026-01-21,INTERESES LIQUIDADOS,,0.00,0.79,2887892.89,income,,Bank interest
0,ExtractoOccidente.pdf,2026-01,59,2026-01-22,INTERESES LIQUIDADOS,,0.00,0.79,2887893.68,income,,Bank interest
0,ExtractoOccidente.pdf,2026-01,60,2026-01-23,INTERESES LIQUIDADOS,,0.00,0.79,2887894.47,income,,Bank interest
0,ExtractoOccidente.pdf,2026-01,61,2026-01-26,BRE-B ENVIADA OTROS BANCOS,,100000.00,0.00,2787894.47,expense,Other,
0,ExtractoOccidente.pdf,2026-01,62,2026-01-26,RECAUDO/PAGO SERVICIOS ELECT,A125942,20940.00,0.00,2766954.47,expense,Other,
0,ExtractoOccidente.pdf,2026-01,63,2026-01-26,RECAUDO/PAGO SERVICIOS ELECT,A125944,33680.00,0.00,2733274.47,expense,Other,
0,ExtractoOccidente.pdf,2026-01,64,2026-01-26,RECAUDO/PAGO SERVICIOS ELECT,A125928,123600.00,0.00,2609674.47,expense,Other,
0,ExtractoOccidente.pdf,2026-01,65,2026-01-26,RECAUDO/PAGO SERVICIOS ELECT,A125930,3865.00,0.00,2605809.47,expense,Other,
0,ExtractoOccidente.pdf,2026-01,66,2026-01-26,RECAUDO/PAGO SERVICIOS ELECT,A125946,12760.00,0.00,2593049.47,expense,Other,
0,ExtractoOccidente.pdf,2026-01,67,2026-01-26,RECAUDO/PAGO SERVICIOS ELECT,A125932,2168050.00,0.00,424999.47,expense,Other,
0,ExtractoOccidente.pdf,2026-01,68,2026-01-26,RECAUDO/PAGO SERVICIOS ELECT,A125952,101150.00,0.00,323849.47,expense,Other,
0,ExtractoOccidente.pdf,2026-01,69,2026-01-26,INTERESES LIQUIDADOS,,0.00,0.79,323850.26,income,,Bank interest
0,ExtractoOccidente.pdf,2026-01,70,2026-01-26,INTERESES LIQUIDADOS,,0.00,0.79,323851.05,income,,Bank interest
0,ExtractoOccidente.pdf,2026-01,71,2026-01-26,INTERESES LIQUIDADOS,,0.00,0.79,323851.84,income,,Bank interest
0,ExtractoOccidente.pdf,2026-01,72,2026-01-26,GMF,0000000,10256.18,0.00,313595.66,expense,Taxes,
0,ExtractoOccidente.pdf,2026-01,73,2026-01-27,GOURMET CHARDY EXPRES NDI,,46000.00,0.00,267595.66,expense,Food & Dining,
0,ExtractoOccidente.pdf,2026-01,74,2026-01-27,CC ALFAGUARA A,,11900.00,0.00,255695.66,expense,Other,
0,ExtractoOccidente.pdf,2026-01,75,2026-01-27,ESTACION DE SERVICIO,,90145.00,0.00,165550.66,expense,Transportation,
0,ExtractoOccidente.pdf,2026-01,76,2026-01-27,DOLLARCITY CC ALFAGUA NDI,,35000.00,0.00,130550.66,expense,Shopping,
0,ExtractoOccidente.pdf,2026-01,77,2026-01-27,INTERESES LIQUIDADOS,,0.00,0.09,130550.75,income,,Bank interest
0,ExtractoOccidente.pdf,2026-01,78,2026-01-27,GMF,0000000,732.18,0.00,129818.57,expense,Taxes,
0,ExtractoOccidente.pdf,2026-01,79,2026-01-28,INTERESES LIQUIDADOS,,0.00,0.04,129818.61,income,,Bank interest
0,ExtractoOccidente.pdf,2026-01,80,2026-01-29,INTERESES LIQUIDADOS,,0.00,0.04,129818.65,income,,Bank interest
0,ExtractoOccidente.pdf,2026-01,81,2026-01-30,PAGO A TERCEROS RECIBIDO DESDE CUENTA PROPIA,A829858,0.00,1681505.00,1811323.65,income,,Transfer from own account
0,ExtractoOccidente.pdf,2026-01,82,2026-01-30,PAGO A TERCEROS RECIBIDO DESDE CUENTA PROPIA,A830053,0.00,1764275.00,3575598.65,income,,Transfer from own account
0,ExtractoOccidente.pdf,2026-01,83,2026-01-30,DOLLARCITY HOLGUINES,,21000.00,0.00,3554598.65,expense,Shopping,
0,ExtractoOccidente.pdf,2026-01,84,2026-01-30,KABUK,,80000.00,0.00,3474598.65,expense,Food & Dining,
0,ExtractoOccidente.pdf,2026-01,85,2026-01-30,REXICO Q92 DI,,54000.00,0.00,3420598.65,expense,Food & Dining,
0,ExtractoOccidente.pdf,2026-01,86,2026-01-30,BRE-B ENVIADA OTROS BANCOS,,120100.00,0.00,3300498.65,expense,Other,
0,ExtractoOccidente.pdf,2026-01,87,2026-01-30,INTERESES LIQUIDADOS,,0.00,0.04,3300498.69,income,,Bank interest
0,ExtractoOccidente.pdf,2026-01,88,2026-01-30,INTERESES LIQUIDADOS,,0.00,0.90,3300499.59,income,,Bank interest
0,ExtractoOccidente.pdf,2026-01,89,2026-01-30,INTERESES LIQUIDADOS,,0.00,0.90,3300500.49,income,,Bank interest
0,ExtractoOccidente.pdf,2026-01,90,2026-01-30,GMF,0000000,1100.40,0.00,3299400.09,expense,Taxes,
1,ExtractoOccidente (1).pdf,2026-02,1,2026-02-02,EL ANTOJO DE JAMUNDI NDI,,14000.00,0.00,3285400.09,expense,Food & Dining,
1,ExtractoOccidente (1).pdf,2026-02,2,2026-02-02,BRE-B ENVIADA OTROS BANCOS,,120000.00,0.00,3165400.09,expense,Other,
1,ExtractoOccidente (1).pdf,2026-02,3,2026-02-02,INTERESES LIQUIDADOS,,0.00,0.90,3165400.99,income,,Bank interest
1,ExtractoOccidente (1).pdf,2026-02,4,2026-02-02,GMF,0000000,536.00,0.00,3164864.99,expense,Taxes,
1,ExtractoOccidente (1).pdf,2026-02,5,2026-02-03,INTERESES LIQUIDADOS,,0.00,0.87,3164865.86,income,,Bank interest
1,ExtractoOccidente (1).pdf,2026-02,6,2026-02-04,INTERESES LIQUIDADOS,,0.00,0.87,3164866.73,income,,Bank interest
1,ExtractoOccidente (1).pdf,2026-02,7,2026-02-05,BRE-B ENVIADA OTROS BANCOS,,30000.00,0.00,3134866.73,expense,Other,
1,ExtractoOccidente (1).pdf,2026-02,8,2026-02-05,INTERESES LIQUIDADOS,,0.00,0.87,3134867.60,income,,Bank interest
1,ExtractoOccidente (1).pdf,2026-02,9,2026-02-05,GMF,0000000,120.00,0.00,3134747.60,expense,Taxes,
1,ExtractoOccidente (1).pdf,2026-02,10,2026-02-06,BRE-B ENVIADA OTROS BANCOS,,50000.00,0.00,3084747.60,expense,Other,
1,ExtractoOccidente (1).pdf,2026-02,11,2026-02-06,INTERESES LIQUIDADOS,,0.00,0.86,3084748.46,income,,Bank interest
1,ExtractoOccidente (1).pdf,2026-02,12,2026-02-06,GMF,0000000,200.00,0.00,3084548.46,expense,Taxes,
1,ExtractoOccidente (1).pdf,2026-02,13,2026-02-09,BRE-B ENVIADA OTROS BANCOS,,16000.00,0.00,3068548.46,expense,Other,
1,ExtractoOccidente (1).pdf,2026-02,14,2026-02-09,PANADERIA EL SAMAN NDI,,57000.00,0.00,3011548.46,expense,Food & Dining,
1,ExtractoOccidente (1).pdf,2026-02,15,2026-02-09,TIENDA D1 JAMUNDI NAT DI,,86470.00,0.00,2925078.46,expense,Groceries,
1,ExtractoOccidente (1).pdf,2026-02,16,2026-02-09,PAGO TERCERO RECIBIDO DESDE ACH,A214221,0.00,1667420.00,4592498.46,income,,ACH transfer received
1,ExtractoOccidente (1).pdf,2026-02,17,2026-02-09,BRE-B ENVIADA OTROS BANCOS,,174000.00,0.00,4418498.46,expense,Other,
1,ExtractoOccidente (1).pdf,2026-02,18,2026-02-09,RECAUDO/PAGO SERVICIOS ELECT,A214183,422400.00,0.00,3996098.46,expense,Other,
1,ExtractoOccidente (1).pdf,2026-02,19,2026-02-09,RECAUDO/PAGO SERVICIOS ELECT,A214185,212576.00,0.00,3783522.46,expense,Other,
1,ExtractoOccidente (1).pdf,2026-02,20,2026-02-09,BRE-B ENVIADA OTROS BANCOS,,100000.00,0.00,3683522.46,expense,Other,
1,ExtractoOccidente (1).pdf,2026-02,21,2026-02-09,RECAUDO/PAGO SERVICIOS ELECT,A214175,239622.00,0.00,3443900.46,expense,Other,
1,ExtractoOccidente (1).pdf,2026-02,22,2026-02-09,RECAUDO/PAGO SERVICIOS ELECT,A214177,580000.00,0.00,2863900.46,expense,Other,
1,ExtractoOccidente (1).pdf,2026-02,23,2026-02-09,RECAUDO/PAGO SERVICIOS ELECT,A214187,473500.00,0.00,2390400.46,expense,Other,
1,ExtractoOccidente (1).pdf,2026-02,24,2026-02-09,RECAUDO/PAGO SERVICIOS ELECT,A214189,116300.00,0.00,2274100.46,expense,Other,
1,ExtractoOccidente (1).pdf,2026-02,25,2026-02-09,RECAUDO/PAGO SERVICIOS ELECT,A214179,414000.00,0.00,1860100.46,expense,Other,
1,ExtractoOccidente (1).pdf,2026-02,26,2026-02-09,INTERESES LIQUIDADOS,,0.00,0.85,1860101.31,income,,Bank interest
1,ExtractoOccidente (1).pdf,2026-02,27,2026-02-09,INTERESES LIQUIDADOS,,0.00,0.85,1860102.16,income,,Bank interest
1,ExtractoOccidente (1).pdf,2026-02,28,2026-02-09,INTERESES LIQUIDADOS,,0.00,0.85,1860103.01,income,,Bank interest
1,ExtractoOccidente (1).pdf,2026-02,29,2026-02-09,GMF,0000000,11567.47,0.00,1848535.54,expense,Taxes,
1,ExtractoOccidente (1).pdf,2026-02,30,2026-02-10,INTERESES LIQUIDADOS,,0.00,0.51,1848536.05,income,,Bank interest
1,ExtractoOccidente (1).pdf,2026-02,31,2026-02-11,INTERESES LIQUIDADOS,,0.00,0.51,1848536.56,income,,Bank interest
1,ExtractoOccidente (1).pdf,2026-02,32,2026-02-12,BRE-B RECIBIDA OTROS BANCOS,,0.00,50000.00,1898536.56,income,,Bank transfer received
1,ExtractoOccidente (1).pdf,2026-02,33,2026-02-12,MOVISTAR PAGOSEPAYCO TA,,33489.00,0.00,1865047.56,expense,Utilities,
1,ExtractoOccidente (1).pdf,2026-02,34,2026-02-12,INTERESES LIQUIDADOS,,0.00,0.51,1865048.07,income,,Bank interest
1,ExtractoOccidente (1).pdf,2026-02,35,2026-02-12,GMF,0000000,133.96,0.00,1864914.11,expense,Taxes,
1,ExtractoOccidente (1).pdf,2026-02,36,2026-02-13,APPLE.COM BILL RTINO,,3900.00,0.00,1861014.11,expense,Subscriptions,
1,ExtractoOccidente (1).pdf,2026-02,37,2026-02-13,INTERESES LIQUIDADOS,,0.00,0.51,1861014.62,income,,Bank interest
1,ExtractoOccidente (1).pdf,2026-02,38,2026-02-13,GMF,0000000,15.60,0.00,1860999.02,expense,Taxes,
1,ExtractoOccidente (1).pdf,2026-02,39,2026-02-16,RECAUDO/PAGO SERVICIOS ELECT,,498000.00,0.00,1362999.02,expense,Other,
1,ExtractoOccidente (1).pdf,2026-02,40,2026-02-16,INTERESES LIQUIDADOS,,0.00,0.51,1362999.53,income,,Bank interest
1,ExtractoOccidente (1).pdf,2026-02,41,2026-02-16,INTERESES LIQUIDADOS,,0.00,0.51,1363000.04,income,,Bank interest
1,ExtractoOccidente (1).pdf,2026-02,42,2026-02-16,INTERESES LIQUIDADOS,,0.00,0.51,1363000.55,income,,Bank interest
1,ExtractoOccidente (1).pdf,2026-02,43,2026-02-16,GMF,0000000,1992.00,0.00,1361008.55,expense,Taxes,
1,ExtractoOccidente (1).pdf,2026-02,44,2026-02-17,INTERESES LIQUIDADOS,,0.00,0.37,1361008.92,income,,Bank interest
1,ExtractoOccidente (1).pdf,2026-02,45,2026-02-18,BRE-B ENVIADA OTROS BANCOS,,111540.00,0.00,1249468.92,expense,Other,
1,ExtractoOccidente (1).pdf,2026-02,46,2026-02-18,INTERESES LIQUIDADOS,,0.00,0.37,1249469.29,income,,Bank interest
1,ExtractoOccidente (1).pdf,2026-02,47,2026-02-18,GMF,0000000,446.16,0.00,1249023.13,expense,Taxes,
1,ExtractoOccidente (1).pdf,2026-02,48,2026-02-19,BRE-B ENVIADA OTROS BANCOS,,115000.00,0.00,1134023.13,expense,Other,
1,ExtractoOccidente (1).pdf,2026-02,49,2026-02-19,INTERESES LIQUIDADOS,,0.00,0.34,1134023.47,income,,Bank interest
1,ExtractoOccidente (1).pdf,2026-02,50,2026-02-19,GMF,0000000,460.00,0.00,1133563.47,expense,Taxes,
1,ExtractoOccidente (1).pdf,2026-02,51,2026-02-20,INTERESES LIQUIDADOS,,0.00,0.31,1133563.78,income,,Bank interest
1,ExtractoOccidente (1).pdf,2026-02,52,2026-02-23,PANADERIA EL SAMAN NDI,,28000.00,0.00,1105563.78,expense,Food & Dining,
1,ExtractoOccidente (1).pdf,2026-02,53,2026-02-23,TIENDAS ARA DI,,270035.00,0.00,835528.78,expense,Groceries,
1,ExtractoOccidente (1).pdf,2026-02,54,2026-02-23,TIENDA D1 JAMUNDI VER DI,,19950.00,0.00,815578.78,expense,Groceries,
1,ExtractoOccidente (1).pdf,2026-02,55,2026-02-23,BRE-B ENVIADA OTROS BANCOS,,500000.00,0.00,315578.78,expense,Other,
1,ExtractoOccidente (1).pdf,2026-02,56,2026-02-23,INTERESES LIQUIDADOS,,0.00,0.31,315579.09,income,,Bank interest
1,ExtractoOccidente (1).pdf,2026-02,57,2026-02-23,INTERESES LIQUIDADOS,,0.00,0.31,315579.40,income,,Bank interest
1,ExtractoOccidente (1).pdf,2026-02,58,2026-02-23,INTERESES LIQUIDADOS,,0.00,0.31,315579.71,income,,Bank interest
1,ExtractoOccidente (1).pdf,2026-02,59,2026-02-23,GMF,0000000,3271.94,0.00,312307.77,expense,Taxes,
1,ExtractoOccidente (1).pdf,2026-02,60,2026-02-24,INTERESES LIQUIDADOS,,0.00,0.09,312307.86,income,,Bank interest
1,ExtractoOccidente (1).pdf,2026-02,61,2026-02-25,RECAUDO/PAGO SERVICIOS ELECT,A823056,54620.00,0.00,257687.86,expense,Other,
1,ExtractoOccidente (1).pdf,2026-02,62,2026-02-25,RECAUDO/PAGO SERVICIOS ELECT,A822994,124750.00,0.00,132937.86,expense,Other,
1,ExtractoOccidente (1).pdf,2026-02,63,2026-02-25,RECAUDO/PAGO SERVICIOS ELECT,A822996,101160.00,0.00,31777.86,expense,Other,
1,ExtractoOccidente (1).pdf,2026-02,64,2026-02-25,RECAUDO/PAGO SERVICIOS ELECT,A822998,3870.00,0.00,27907.86,expense,Other,
1,ExtractoOccidente (1).pdf,2026-02,65,2026-02-25,RECAUDO/PAGO SERVICIOS ELECT,A823000,3870.00,0.00,24037.86,expense,Other,
1,ExtractoOccidente (1).pdf,2026-02,66,2026-02-25,BRE-B ENVIADA OTROS BANCOS,,20000.00,0.00,4037.86,expense,Other,
1,ExtractoOccidente (1).pdf,2026-02,67,2026-02-25,INTERESES LIQUIDADOS,,0.00,0.09,4037.95,income,,Bank interest
1,ExtractoOccidente (1).pdf,2026-02,68,2026-02-25,GMF,0000000,1233.08,0.00,2804.87,expense,Taxes,
1,ExtractoOccidente (1).pdf,2026-02,69,2026-02-27,PAGO A TERCEROS RECIBIDO DESDE CUENTA PROPIA,A720738,0.00,1681505.00,1684309.87,income,,Transfer from own account
1,ExtractoOccidente (1).pdf,2026-02,70,2026-02-27,PAGO A TERCEROS RECIBIDO DESDE CUENTA PROPIA,A720688,0.00,1764275.00,3448584.87,income,,Transfer from own account
1,ExtractoOccidente (1).pdf,2026-02,71,2026-02-27,INTERESES LIQUIDADOS,,0.00,0.94,3448585.81,income,,Bank interest
1,ExtractoOccidente (1).pdf,2026-02,72,2026-02-27,INTERESES LIQUIDADOS,,0.00,0.94,3448586.75,income,,Bank interest
2,ExtractoOccidente (2).pdf,2026-03,1,2026-03-02,INTERESES LIQUIDADOS,,0.00,0.94,3448587.69,income,,Bank interest
2,ExtractoOccidente (2).pdf,2026-03,2,2026-03-03,INTERESES LIQUIDADOS,,0.00,0.94,3448588.63,income,,Bank interest
2,ExtractoOccidente (2).pdf,2026-03,3,2026-03-04,BRE-B ENVIADA OTROS BANCOS,,66200.00,0.00,3382388.63,expense,Other,
2,ExtractoOccidente (2).pdf,2026-03,4,2026-03-04,INTERESES LIQUIDADOS,,0.00,0.94,3382389.57,income,,Bank interest
2,ExtractoOccidente (2).pdf,2026-03,5,2026-03-04,GMF,0000000,264.80,0.00,3382124.77,expense,Taxes,
2,ExtractoOccidente (2).pdf,2026-03,6,2026-03-05,INTERESES LIQUIDADOS,,0.00,0.93,3382125.70,income,,Bank interest
2,ExtractoOccidente (2).pdf,2026-03,7,2026-03-06,INTERESES LIQUIDADOS,,0.00,0.93,3382126.63,income,,Bank interest
2,ExtractoOccidente (2).pdf,2026-03,8,2026-03-09,DOLLARCITY CC ALFAGUA NDI,,286500.00,0.00,3095626.63,expense,Shopping,
2,ExtractoOccidente (2).pdf,2026-03,9,2026-03-09,DOLLARCITY CC ALFAGUA NDI,,12000.00,0.00,3083626.63,expense,Shopping,
2,ExtractoOccidente (2).pdf,2026-03,10,2026-03-09,BOLD*restaurante chi,,46000.00,0.00,3037626.63,expense,Food & Dining,
2,ExtractoOccidente (2).pdf,2026-03,11,2026-03-09,INTERESES LIQUIDADOS,,0.00,0.93,3037627.56,income,,Bank interest
2,ExtractoOccidente (2).pdf,2026-03,12,2026-03-09,INTERESES LIQUIDADOS,,0.00,0.93,3037628.49,income,,Bank interest
2,ExtractoOccidente (2).pdf,2026-03,13,2026-03-09,INTERESES LIQUIDADOS,,0.00,0.93,3037629.42,income,,Bank interest
2,ExtractoOccidente (2).pdf,2026-03,14,2026-03-09,GMF,0000000,1378.00,0.00,3036251.42,expense,Taxes,
2,ExtractoOccidente (2).pdf,2026-03,15,2026-03-10,RECAUDO/PAGO SERVICIOS ELECT,A055008,228300.00,0.00,2807951.42,expense,Other,
2,ExtractoOccidente (2).pdf,2026-03,16,2026-03-10,RECAUDO/PAGO SERVICIOS ELECT,A054994,212576.00,0.00,2595375.42,expense,Other,
2,ExtractoOccidente (2).pdf,2026-03,17,2026-03-10,BRE-B ENVIADA OTROS BANCOS,,174000.00,0.00,2421375.42,expense,Other,
2,ExtractoOccidente (2).pdf,2026-03,18,2026-03-10,RECAUDO/PAGO SERVICIOS ELECT,A055010,374000.00,0.00,2047375.42,expense,Other,
2,ExtractoOccidente (2).pdf,2026-03,19,2026-03-10,RECAUDO/PAGO SERVICIOS ELECT,A054996,54600.00,0.00,1992775.42,expense,Other,
2,ExtractoOccidente (2).pdf,2026-03,20,2026-03-10,BRE-B ENVIADA OTROS BANCOS,,150000.00,0.00,1842775.42,expense,Other,
2,ExtractoOccidente (2).pdf,2026-03,21,2026-03-10,INTERESES LIQUIDADOS,,0.00,0.83,1842776.25,income,,Bank interest
2,ExtractoOccidente (2).pdf,2026-03,22,2026-03-10,GMF,0000000,4773.90,0.00,1838002.35,expense,Taxes,
2,ExtractoOccidente (2).pdf,2026-03,23,2026-03-11,INTERESES LIQUIDADOS,,0.00,0.50,1838002.85,income,,Bank interest
2,ExtractoOccidente (2).pdf,2026-03,24,2026-03-12,MOVISTAR PAGOSEPAYCO TA,,33489.00,0.00,1804513.85,expense,Utilities,
2,ExtractoOccidente (2).pdf,2026-03,25,2026-03-12,INTERESES LIQUIDADOS,,0.00,0.50,1804514.35,income,,Bank interest
2,ExtractoOccidente (2).pdf,2026-03,26,2026-03-12,GMF,0000000,133.96,0.00,1804380.39,expense,Taxes,
2,ExtractoOccidente (2).pdf,2026-03,27,2026-03-13,APPLE.COM/BILL RTNO,,3900.00,0.00,1800480.39,expense,Subscriptions,
2,ExtractoOccidente (2).pdf,2026-03,28,2026-03-13,APPLE.COM/BILL RTNO,,27000.00,0.00,1773480.39,expense,Subscriptions,
2,ExtractoOccidente (2).pdf,2026-03,29,2026-03-13,APPLE.COM/BILL RTNO,,3900.00,0.00,1769580.39,expense,Subscriptions,
2,ExtractoOccidente (2).pdf,2026-03,30,2026-03-13,INTERESES LIQUIDADOS,,0.00,0.49,1769580.88,income,,Bank interest
